drmin,drmax,selection,output_file,reduction_factor
0.01,0.6000,0.3205,wzp6_ee_Henueqq_ecm125.root,0.10595111111111111
0.01,0.6000,0.3205,wzp6_ee_Hqqenue_ecm125.root,0.167743
0.01,0.6000,0.3205,wzp6_ee_Hmunumuqq_ecm125.root,0.091188
0.01,0.6000,0.3205,wzp6_ee_Hqqmunumu_ecm125.root,0.152693
0.01,0.6000,0.3205,wzp6_ee_Htaunutauqq_ecm125.root,0.720976
0.01,0.6000,0.3205,wzp6_ee_Hqqtaunutau_ecm125.root,0.768201
0.01,0.6000,0.3516,wzp6_ee_Henueqq_ecm125.root,0.09911555555555555
0.01,0.6000,0.3516,wzp6_ee_Hqqenue_ecm125.root,0.162321
0.01,0.6000,0.3516,wzp6_ee_Hmunumuqq_ecm125.root,0.085077
0.01,0.6000,0.3516,wzp6_ee_Hqqmunumu_ecm125.root,0.147774
0.01,0.6000,0.3516,wzp6_ee_Htaunutauqq_ecm125.root,0.719003
0.01,0.6000,0.3516,wzp6_ee_Hqqtaunutau_ecm125.root,0.766368
0.01,0.6000,0.3826,wzp6_ee_Henueqq_ecm125.root,0.0929
0.01,0.6000,0.3826,wzp6_ee_Hqqenue_ecm125.root,0.157276
0.01,0.6000,0.3826,wzp6_ee_Hmunumuqq_ecm125.root,0.079361
0.01,0.6000,0.3826,wzp6_ee_Hqqmunumu_ecm125.root,0.143525
0.01,0.6000,0.3826,wzp6_ee_Htaunutauqq_ecm125.root,0.717202
0.01,0.6000,0.3826,wzp6_ee_Hqqtaunutau_ecm125.root,0.764665
0.01,0.6000,0.4137,wzp6_ee_Henueqq_ecm125.root,0.08712222222222223
0.01,0.6000,0.4137,wzp6_ee_Hqqenue_ecm125.root,0.152769
0.01,0.6000,0.4137,wzp6_ee_Hmunumuqq_ecm125.root,0.074072
0.01,0.6000,0.4137,wzp6_ee_Hqqmunumu_ecm125.root,0.139676
0.01,0.6000,0.4137,wzp6_ee_Htaunutauqq_ecm125.root,0.715551
0.01,0.6000,0.4137,wzp6_ee_Hqqtaunutau_ecm125.root,0.763195
0.01,0.6000,0.4447,wzp6_ee_Henueqq_ecm125.root,0.08184111111111111
0.01,0.6000,0.4447,wzp6_ee_Hqqenue_ecm125.root,0.148653
0.01,0.6000,0.4447,wzp6_ee_Hmunumuqq_ecm125.root,0.069313
0.01,0.6000,0.4447,wzp6_ee_Hqqmunumu_ecm125.root,0.136111
0.01,0.6000,0.4447,wzp6_ee_Htaunutauqq_ecm125.root,0.714
0.01,0.6000,0.4447,wzp6_ee_Hqqtaunutau_ecm125.root,0.761849
0.01,0.6000,0.4758,wzp6_ee_Henueqq_ecm125.root,0.07716888888888888
0.01,0.6000,0.4758,wzp6_ee_Hqqenue_ecm125.root,0.144816
0.01,0.6000,0.4758,wzp6_ee_Hmunumuqq_ecm125.root,0.064898
0.01,0.6000,0.4758,wzp6_ee_Hqqmunumu_ecm125.root,0.132844
0.01,0.6000,0.4758,wzp6_ee_Htaunutauqq_ecm125.root,0.712616
0.01,0.6000,0.4758,wzp6_ee_Hqqtaunutau_ecm125.root,0.760603
0.01,0.6000,0.5068,wzp6_ee_Henueqq_ecm125.root,0.07281333333333333
0.01,0.6000,0.5068,wzp6_ee_Hqqenue_ecm125.root,0.141339
0.01,0.6000,0.5068,wzp6_ee_Hmunumuqq_ecm125.root,0.06086
0.01,0.6000,0.5068,wzp6_ee_Hqqmunumu_ecm125.root,0.129704
0.01,0.6000,0.5068,wzp6_ee_Htaunutauqq_ecm125.root,0.711302
0.01,0.6000,0.5068,wzp6_ee_Hqqtaunutau_ecm125.root,0.759496
0.01,0.6000,0.5379,wzp6_ee_Henueqq_ecm125.root,0.06861777777777778
0.01,0.6000,0.5379,wzp6_ee_Hqqenue_ecm125.root,0.138038
0.01,0.6000,0.5379,wzp6_ee_Hmunumuqq_ecm125.root,0.057175
0.01,0.6000,0.5379,wzp6_ee_Hqqmunumu_ecm125.root,0.126842
0.01,0.6000,0.5379,wzp6_ee_Htaunutauqq_ecm125.root,0.709996
0.01,0.6000,0.5379,wzp6_ee_Hqqtaunutau_ecm125.root,0.758431
0.01,0.6000,0.5689,wzp6_ee_Henueqq_ecm125.root,0.06486444444444445
0.01,0.6000,0.5689,wzp6_ee_Hqqenue_ecm125.root,0.134928
0.01,0.6000,0.5689,wzp6_ee_Hmunumuqq_ecm125.root,0.053777
0.01,0.6000,0.5689,wzp6_ee_Hqqmunumu_ecm125.root,0.124036
0.01,0.6000,0.5689,wzp6_ee_Htaunutauqq_ecm125.root,0.708786
0.01,0.6000,0.5689,wzp6_ee_Hqqtaunutau_ecm125.root,0.757454
0.01,0.6000,0.6000,wzp6_ee_Henueqq_ecm125.root,0.06148
0.01,0.6000,0.6000,wzp6_ee_Hqqenue_ecm125.root,0.131974
0.01,0.6000,0.6000,wzp6_ee_Hmunumuqq_ecm125.root,0.050703
0.01,0.6000,0.6000,wzp6_ee_Hqqmunumu_ecm125.root,0.121415
0.01,0.6000,0.6000,wzp6_ee_Htaunutauqq_ecm125.root,0.707696
0.01,0.6000,0.6000,wzp6_ee_Hqqtaunutau_ecm125.root,0.756522
0.01,0.8000,0.0100,wzp6_ee_Henueqq_ecm125.root,0.4965877777777778
0.01,0.8000,0.0100,wzp6_ee_Hqqenue_ecm125.root,0.605752
0.01,0.8000,0.0100,wzp6_ee_Hmunumuqq_ecm125.root,0.458264
0.01,0.8000,0.0100,wzp6_ee_Hqqmunumu_ecm125.root,0.570971
0.01,0.8000,0.0100,wzp6_ee_Htaunutauqq_ecm125.root,0.840272
0.01,0.8000,0.0100,wzp6_ee_Hqqtaunutau_ecm125.root,0.88427
0.01,0.8000,0.0516,wzp6_ee_Henueqq_ecm125.root,0.3219822222222222
0.01,0.8000,0.0516,wzp6_ee_Hqqenue_ecm125.root,0.422313
0.01,0.8000,0.0516,wzp6_ee_Hmunumuqq_ecm125.root,0.295637
0.01,0.8000,0.0516,wzp6_ee_Hqqmunumu_ecm125.root,0.395563
0.01,0.8000,0.0516,wzp6_ee_Htaunutauqq_ecm125.root,0.797165
0.01,0.8000,0.0516,wzp6_ee_Hqqtaunutau_ecm125.root,0.849519
0.01,0.8000,0.0932,wzp6_ee_Henueqq_ecm125.root,0.26691444444444445
0.01,0.8000,0.0932,wzp6_ee_Hqqenue_ecm125.root,0.355172
0.01,0.8000,0.0932,wzp6_ee_Hmunumuqq_ecm125.root,0.243749
0.01,0.8000,0.0932,wzp6_ee_Hqqmunumu_ecm125.root,0.331775
0.01,0.8000,0.0932,wzp6_ee_Htaunutauqq_ecm125.root,0.779341
0.01,0.8000,0.0932,wzp6_ee_Hqqtaunutau_ecm125.root,0.831457
0.01,0.8000,0.1347,wzp6_ee_Henueqq_ecm125.root,0.23401555555555556
0.01,0.8000,0.1347,wzp6_ee_Hqqenue_ecm125.root,0.317656
0.01,0.8000,0.1347,wzp6_ee_Hmunumuqq_ecm125.root,0.213529
0.01,0.8000,0.1347,wzp6_ee_Hqqmunumu_ecm125.root,0.296583
0.01,0.8000,0.1347,wzp6_ee_Htaunutauqq_ecm125.root,0.768722
0.01,0.8000,0.1347,wzp6_ee_Hqqtaunutau_ecm125.root,0.819904
0.01,0.8000,0.1763,wzp6_ee_Henueqq_ecm125.root,0.20977444444444446
0.01,0.8000,0.1763,wzp6_ee_Hqqenue_ecm125.root,0.292858
0.01,0.8000,0.1763,wzp6_ee_Hmunumuqq_ecm125.root,0.190956
0.01,0.8000,0.1763,wzp6_ee_Hqqmunumu_ecm125.root,0.273848
0.01,0.8000,0.1763,wzp6_ee_Htaunutauqq_ecm125.root,0.760958
0.01,0.8000,0.1763,wzp6_ee_Hqqtaunutau_ecm125.root,0.811746
0.01,0.8000,0.2179,wzp6_ee_Henueqq_ecm125.root,0.18993222222222222
0.01,0.8000,0.2179,wzp6_ee_Hqqenue_ecm125.root,0.274563
0.01,0.8000,0.2179,wzp6_ee_Hmunumuqq_ecm125.root,0.172563
0.01,0.8000,0.2179,wzp6_ee_Hqqmunumu_ecm125.root,0.257265
0.01,0.8000,0.2179,wzp6_ee_Htaunutauqq_ecm125.root,0.7551
0.01,0.8000,0.2179,wzp6_ee_Hqqtaunutau_ecm125.root,0.805584
0.01,0.8000,0.2595,wzp6_ee_Henueqq_ecm125.root,0.17284888888888889
0.01,0.8000,0.2595,wzp6_ee_Hqqenue_ecm125.root,0.260354
0.01,0.8000,0.2595,wzp6_ee_Hmunumuqq_ecm125.root,0.156554
0.01,0.8000,0.2595,wzp6_ee_Hqqmunumu_ecm125.root,0.24446
0.01,0.8000,0.2595,wzp6_ee_Htaunutauqq_ecm125.root,0.750363
0.01,0.8000,0.2595,wzp6_ee_Hqqtaunutau_ecm125.root,0.800852
0.01,0.8000,0.3011,wzp6_ee_Henueqq_ecm125.root,0.1573388888888889
0.01,0.8000,0.3011,wzp6_ee_Hqqenue_ecm125.root,0.248724
0.01,0.8000,0.3011,wzp6_ee_Hmunumuqq_ecm125.root,0.142088
0.01,0.8000,0.3011,wzp6_ee_Hqqmunumu_ecm125.root,0.233919
0.01,0.8000,0.3011,wzp6_ee_Htaunutauqq_ecm125.root,0.746373
0.01,0.8000,0.3011,wzp6_ee_Hqqtaunutau_ecm125.root,0.796979
0.01,0.8000,0.3426,wzp6_ee_Henueqq_ecm125.root,0.14367
0.01,0.8000,0.3426,wzp6_ee_Hqqenue_ecm125.root,0.23885
0.01,0.8000,0.3426,wzp6_ee_Hmunumuqq_ecm125.root,0.128763
0.01,0.8000,0.3426,wzp6_ee_Hqqmunumu_ecm125.root,0.225292
0.01,0.8000,0.3426,wzp6_ee_Htaunutauqq_ecm125.root,0.742752
0.01,0.8000,0.3426,wzp6_ee_Hqqtaunutau_ecm125.root,0.793721
0.01,0.8000,0.3842,wzp6_ee_Henueqq_ecm125.root,0.1310311111111111
0.01,0.8000,0.3842,wzp6_ee_Hqqenue_ecm125.root,0.230509
0.01,0.8000,0.3842,wzp6_ee_Hmunumuqq_ecm125.root,0.116619
0.01,0.8000,0.3842,wzp6_ee_Hqqmunumu_ecm125.root,0.217599
0.01,0.8000,0.3842,wzp6_ee_Htaunutauqq_ecm125.root,0.739593
0.01,0.8000,0.3842,wzp6_ee_Hqqtaunutau_ecm125.root,0.790983
0.01,0.8000,0.4258,wzp6_ee_Henueqq_ecm125.root,0.11932666666666666
0.01,0.8000,0.4258,wzp6_ee_Hqqenue_ecm125.root,0.222897
0.01,0.8000,0.4258,wzp6_ee_Hmunumuqq_ecm125.root,0.105685
0.01,0.8000,0.4258,wzp6_ee_Hqqmunumu_ecm125.root,0.21075
0.01,0.8000,0.4258,wzp6_ee_Htaunutauqq_ecm125.root,0.736786
0.01,0.8000,0.4258,wzp6_ee_Hqqtaunutau_ecm125.root,0.78859
0.01,0.8000,0.4674,wzp6_ee_Henueqq_ecm125.root,0.10879222222222222
0.01,0.8000,0.4674,wzp6_ee_Hqqenue_ecm125.root,0.216135
0.01,0.8000,0.4674,wzp6_ee_Hmunumuqq_ecm125.root,0.095621
0.01,0.8000,0.4674,wzp6_ee_Hqqmunumu_ecm125.root,0.204598
0.01,0.8000,0.4674,wzp6_ee_Htaunutauqq_ecm125.root,0.734124
0.01,0.8000,0.4674,wzp6_ee_Hqqtaunutau_ecm125.root,0.786393
0.01,0.8000,0.5089,wzp6_ee_Henueqq_ecm125.root,0.09922444444444445
0.01,0.8000,0.5089,wzp6_ee_Hqqenue_ecm125.root,0.210129
0.01,0.8000,0.5089,wzp6_ee_Hmunumuqq_ecm125.root,0.086472
0.01,0.8000,0.5089,wzp6_ee_Hqqmunumu_ecm125.root,0.198965
0.01,0.8000,0.5089,wzp6_ee_Htaunutauqq_ecm125.root,0.731775
0.01,0.8000,0.5089,wzp6_ee_Hqqtaunutau_ecm125.root,0.784442
0.01,0.8000,0.5505,wzp6_ee_Henueqq_ecm125.root,0.09071111111111112
0.01,0.8000,0.5505,wzp6_ee_Hqqenue_ecm125.root,0.204405
0.01,0.8000,0.5505,wzp6_ee_Hmunumuqq_ecm125.root,0.07845
0.01,0.8000,0.5505,wzp6_ee_Hqqmunumu_ecm125.root,0.193612
0.01,0.8000,0.5505,wzp6_ee_Htaunutauqq_ecm125.root,0.729472
0.01,0.8000,0.5505,wzp6_ee_Hqqtaunutau_ecm125.root,0.782742
0.01,0.8000,0.5921,wzp6_ee_Henueqq_ecm125.root,0.08297222222222222
0.01,0.8000,0.5921,wzp6_ee_Hqqenue_ecm125.root,0.199123
0.01,0.8000,0.5921,wzp6_ee_Hmunumuqq_ecm125.root,0.071059
0.01,0.8000,0.5921,wzp6_ee_Hqqmunumu_ecm125.root,0.188849
0.01,0.8000,0.5921,wzp6_ee_Htaunutauqq_ecm125.root,0.727337
0.01,0.8000,0.5921,wzp6_ee_Hqqtaunutau_ecm125.root,0.781132
0.01,0.8000,0.6337,wzp6_ee_Henueqq_ecm125.root,0.07619555555555556
0.01,0.8000,0.6337,wzp6_ee_Hqqenue_ecm125.root,0.194009
0.01,0.8000,0.6337,wzp6_ee_Hmunumuqq_ecm125.root,0.064451
0.01,0.8000,0.6337,wzp6_ee_Hqqmunumu_ecm125.root,0.184186
0.01,0.8000,0.6337,wzp6_ee_Htaunutauqq_ecm125.root,0.725261
0.01,0.8000,0.6337,wzp6_ee_Hqqtaunutau_ecm125.root,0.779678
0.01,0.8000,0.6753,wzp6_ee_Henueqq_ecm125.root,0.07011333333333333
0.01,0.8000,0.6753,wzp6_ee_Hqqenue_ecm125.root,0.189107
0.01,0.8000,0.6753,wzp6_ee_Hmunumuqq_ecm125.root,0.058854
0.01,0.8000,0.6753,wzp6_ee_Hqqmunumu_ecm125.root,0.179667
0.01,0.8000,0.6753,wzp6_ee_Htaunutauqq_ecm125.root,0.723371
0.01,0.8000,0.6753,wzp6_ee_Hqqtaunutau_ecm125.root,0.778251
0.01,0.8000,0.7168,wzp6_ee_Henueqq_ecm125.root,0.06476444444444444
0.01,0.8000,0.7168,wzp6_ee_Hqqenue_ecm125.root,0.184339
0.01,0.8000,0.7168,wzp6_ee_Hmunumuqq_ecm125.root,0.053777
0.01,0.8000,0.7168,wzp6_ee_Hqqmunumu_ecm125.root,0.175051
0.01,0.8000,0.7168,wzp6_ee_Htaunutauqq_ecm125.root,0.721459
0.01,0.8000,0.7168,wzp6_ee_Hqqtaunutau_ecm125.root,0.776924
0.01,0.8000,0.7584,wzp6_ee_Henueqq_ecm125.root,0.06010777777777778
0.01,0.8000,0.7584,wzp6_ee_Hqqenue_ecm125.root,0.179556
0.01,0.8000,0.7584,wzp6_ee_Hmunumuqq_ecm125.root,0.049474
0.01,0.8000,0.7584,wzp6_ee_Hqqmunumu_ecm125.root,0.170577
0.01,0.8000,0.7584,wzp6_ee_Htaunutauqq_ecm125.root,0.719631
0.01,0.8000,0.7584,wzp6_ee_Hqqtaunutau_ecm125.root,0.775726
0.01,0.8000,0.8000,wzp6_ee_Henueqq_ecm125.root,0.05603888888888889
0.01,0.8000,0.8000,wzp6_ee_Hqqenue_ecm125.root,0.174662
0.01,0.8000,0.8000,wzp6_ee_Hmunumuqq_ecm125.root,0.045789
0.01,0.8000,0.8000,wzp6_ee_Hqqmunumu_ecm125.root,0.165975
0.01,0.8000,0.8000,wzp6_ee_Htaunutauqq_ecm125.root,0.717943
0.01,0.8000,0.8000,wzp6_ee_Hqqtaunutau_ecm125.root,0.774523
0.01,1.0000,0.0100,wzp6_ee_Henueqq_ecm125.root,0.5839622222222223
0.01,1.0000,0.0100,wzp6_ee_Hqqenue_ecm125.root,0.707417
0.01,1.0000,0.0100,wzp6_ee_Hmunumuqq_ecm125.root,0.552446
0.01,1.0000,0.0100,wzp6_ee_Hqqmunumu_ecm125.root,0.681921
0.01,1.0000,0.0100,wzp6_ee_Htaunutauqq_ecm125.root,0.8725
0.01,1.0000,0.0100,wzp6_ee_Hqqtaunutau_ecm125.root,0.916826
0.01,1.0000,0.0621,wzp6_ee_Henueqq_ecm125.root,0.38639111111111113
0.01,1.0000,0.0621,wzp6_ee_Hqqenue_ecm125.root,0.505728
0.01,1.0000,0.0621,wzp6_ee_Hmunumuqq_ecm125.root,0.363751
0.01,1.0000,0.0621,wzp6_ee_Hqqmunumu_ecm125.root,0.483588
0.01,1.0000,0.0621,wzp6_ee_Htaunutauqq_ecm125.root,0.823127
0.01,1.0000,0.0621,wzp6_ee_Hqqtaunutau_ecm125.root,0.877815
0.01,1.0000,0.1142,wzp6_ee_Henueqq_ecm125.root,0.32489111111111113
0.01,1.0000,0.1142,wzp6_ee_Hqqenue_ecm125.root,0.434079
0.01,1.0000,0.1142,wzp6_ee_Hmunumuqq_ecm125.root,0.305267
0.01,1.0000,0.1142,wzp6_ee_Hqqmunumu_ecm125.root,0.41446
0.01,1.0000,0.1142,wzp6_ee_Htaunutauqq_ecm125.root,0.803475
0.01,1.0000,0.1142,wzp6_ee_Hqqtaunutau_ecm125.root,0.858228
0.01,1.0000,0.1663,wzp6_ee_Henueqq_ecm125.root,0.2858877777777778
0.01,1.0000,0.1663,wzp6_ee_Hqqenue_ecm125.root,0.394149
0.01,1.0000,0.1663,wzp6_ee_Hmunumuqq_ecm125.root,0.268272
0.01,1.0000,0.1663,wzp6_ee_Hqqmunumu_ecm125.root,0.376472
0.01,1.0000,0.1663,wzp6_ee_Htaunutauqq_ecm125.root,0.791515
0.01,1.0000,0.1663,wzp6_ee_Hqqtaunutau_ecm125.root,0.845647
0.01,1.0000,0.2184,wzp6_ee_Henueqq_ecm125.root,0.25519888888888886
0.01,1.0000,0.2184,wzp6_ee_Hqqenue_ecm125.root,0.367573
0.01,1.0000,0.2184,wzp6_ee_Hmunumuqq_ecm125.root,0.238796
0.01,1.0000,0.2184,wzp6_ee_Hqqmunumu_ecm125.root,0.351516
0.01,1.0000,0.2184,wzp6_ee_Htaunutauqq_ecm125.root,0.783102
0.01,1.0000,0.2184,wzp6_ee_Hqqtaunutau_ecm125.root,0.836843
0.01,1.0000,0.2705,wzp6_ee_Henueqq_ecm125.root,0.22840666666666667
0.01,1.0000,0.2705,wzp6_ee_Hqqenue_ecm125.root,0.347586
0.01,1.0000,0.2705,wzp6_ee_Hmunumuqq_ecm125.root,0.212938
0.01,1.0000,0.2705,wzp6_ee_Hqqmunumu_ecm125.root,0.333003
0.01,1.0000,0.2705,wzp6_ee_Htaunutauqq_ecm125.root,0.776331
0.01,1.0000,0.2705,wzp6_ee_Hqqtaunutau_ecm125.root,0.830232
0.01,1.0000,0.3226,wzp6_ee_Henueqq_ecm125.root,0.2043522222222222
0.01,1.0000,0.3226,wzp6_ee_Hqqenue_ecm125.root,0.331861
0.01,1.0000,0.3226,wzp6_ee_Hmunumuqq_ecm125.root,0.189345
0.01,1.0000,0.3226,wzp6_ee_Hqqmunumu_ecm125.root,0.318389
0.01,1.0000,0.3226,wzp6_ee_Htaunutauqq_ecm125.root,0.770632
0.01,1.0000,0.3226,wzp6_ee_Hqqtaunutau_ecm125.root,0.825009
0.01,1.0000,0.3747,wzp6_ee_Henueqq_ecm125.root,0.18221777777777778
0.01,1.0000,0.3747,wzp6_ee_Hqqenue_ecm125.root,0.318705
0.01,1.0000,0.3747,wzp6_ee_Hmunumuqq_ecm125.root,0.16743
0.01,1.0000,0.3747,wzp6_ee_Hqqmunumu_ecm125.root,0.306137
0.01,1.0000,0.3747,wzp6_ee_Htaunutauqq_ecm125.root,0.765563
0.01,1.0000,0.3747,wzp6_ee_Hqqtaunutau_ecm125.root,0.820782
0.01,1.0000,0.4268,wzp6_ee_Henueqq_ecm125.root,0.16179666666666667
0.01,1.0000,0.4268,wzp6_ee_Hqqenue_ecm125.root,0.307614
0.01,1.0000,0.4268,wzp6_ee_Hmunumuqq_ecm125.root,0.147308
0.01,1.0000,0.4268,wzp6_ee_Hqqmunumu_ecm125.root,0.295772
0.01,1.0000,0.4268,wzp6_ee_Htaunutauqq_ecm125.root,0.761204
0.01,1.0000,0.4268,wzp6_ee_Hqqtaunutau_ecm125.root,0.817102
0.01,1.0000,0.4789,wzp6_ee_Henueqq_ecm125.root,0.14323555555555556
0.01,1.0000,0.4789,wzp6_ee_Hqqenue_ecm125.root,0.297586
0.01,1.0000,0.4789,wzp6_ee_Hmunumuqq_ecm125.root,0.129248
0.01,1.0000,0.4789,wzp6_ee_Hqqmunumu_ecm125.root,0.28662
0.01,1.0000,0.4789,wzp6_ee_Htaunutauqq_ecm125.root,0.757197
0.01,1.0000,0.4789,wzp6_ee_Hqqtaunutau_ecm125.root,0.813965
0.01,1.0000,0.5311,wzp6_ee_Henueqq_ecm125.root,0.1264888888888889
0.01,1.0000,0.5311,wzp6_ee_Hqqenue_ecm125.root,0.288736
0.01,1.0000,0.5311,wzp6_ee_Hmunumuqq_ecm125.root,0.113173
0.01,1.0000,0.5311,wzp6_ee_Hqqmunumu_ecm125.root,0.278216
0.01,1.0000,0.5311,wzp6_ee_Htaunutauqq_ecm125.root,0.753454
0.01,1.0000,0.5311,wzp6_ee_Hqqtaunutau_ecm125.root,0.81125
0.01,1.0000,0.5832,wzp6_ee_Henueqq_ecm125.root,0.11182555555555555
0.01,1.0000,0.5832,wzp6_ee_Hqqenue_ecm125.root,0.280309
0.01,1.0000,0.5832,wzp6_ee_Hmunumuqq_ecm125.root,0.098789
0.01,1.0000,0.5832,wzp6_ee_Hqqmunumu_ecm125.root,0.270461
0.01,1.0000,0.5832,wzp6_ee_Htaunutauqq_ecm125.root,0.749885
0.01,1.0000,0.5832,wzp6_ee_Hqqtaunutau_ecm125.root,0.808767
0.01,1.0000,0.6353,wzp6_ee_Henueqq_ecm125.root,0.09900777777777778
0.01,1.0000,0.6353,wzp6_ee_Hqqenue_ecm125.root,0.272553
0.01,1.0000,0.6353,wzp6_ee_Hmunumuqq_ecm125.root,0.086289
0.01,1.0000,0.6353,wzp6_ee_Hqqmunumu_ecm125.root,0.263205
0.01,1.0000,0.6353,wzp6_ee_Htaunutauqq_ecm125.root,0.746624
0.01,1.0000,0.6353,wzp6_ee_Hqqtaunutau_ecm125.root,0.806555
0.01,1.0000,0.6874,wzp6_ee_Henueqq_ecm125.root,0.08795666666666667
0.01,1.0000,0.6874,wzp6_ee_Hqqenue_ecm125.root,0.265102
0.01,1.0000,0.6874,wzp6_ee_Hmunumuqq_ecm125.root,0.075609
0.01,1.0000,0.6874,wzp6_ee_Hqqmunumu_ecm125.root,0.256062
0.01,1.0000,0.6874,wzp6_ee_Htaunutauqq_ecm125.root,0.743486
0.01,1.0000,0.6874,wzp6_ee_Hqqtaunutau_ecm125.root,0.804477
0.01,1.0000,0.7395,wzp6_ee_Henueqq_ecm125.root,0.0784688888888889
0.01,1.0000,0.7395,wzp6_ee_Hqqenue_ecm125.root,0.257663
0.01,1.0000,0.7395,wzp6_ee_Hmunumuqq_ecm125.root,0.066463
0.01,1.0000,0.7395,wzp6_ee_Hqqmunumu_ecm125.root,0.248887
0.01,1.0000,0.7395,wzp6_ee_Htaunutauqq_ecm125.root,0.740447
0.01,1.0000,0.7395,wzp6_ee_Hqqtaunutau_ecm125.root,0.802601
0.01,1.0000,0.7916,wzp6_ee_Henueqq_ecm125.root,0.07032444444444444
0.01,1.0000,0.7916,wzp6_ee_Hqqenue_ecm125.root,0.250017
0.01,1.0000,0.7916,wzp6_ee_Hmunumuqq_ecm125.root,0.058891
0.01,1.0000,0.7916,wzp6_ee_Hqqmunumu_ecm125.root,0.241458
0.01,1.0000,0.7916,wzp6_ee_Htaunutauqq_ecm125.root,0.737474
0.01,1.0000,0.7916,wzp6_ee_Hqqtaunutau_ecm125.root,0.80086
0.01,1.0000,0.8437,wzp6_ee_Henueqq_ecm125.root,0.06368777777777777
0.01,1.0000,0.8437,wzp6_ee_Hqqenue_ecm125.root,0.242062
0.01,1.0000,0.8437,wzp6_ee_Hmunumuqq_ecm125.root,0.052698
0.01,1.0000,0.8437,wzp6_ee_Hqqmunumu_ecm125.root,0.233658
0.01,1.0000,0.8437,wzp6_ee_Htaunutauqq_ecm125.root,0.734898
0.01,1.0000,0.8437,wzp6_ee_Hqqtaunutau_ecm125.root,0.799221
0.01,1.0000,0.8958,wzp6_ee_Henueqq_ecm125.root,0.05820444444444445
0.01,1.0000,0.8958,wzp6_ee_Hqqenue_ecm125.root,0.23385
0.01,1.0000,0.8958,wzp6_ee_Hmunumuqq_ecm125.root,0.047632
0.01,1.0000,0.8958,wzp6_ee_Hqqmunumu_ecm125.root,0.225663
0.01,1.0000,0.8958,wzp6_ee_Htaunutauqq_ecm125.root,0.73234
0.01,1.0000,0.8958,wzp6_ee_Hqqtaunutau_ecm125.root,0.797623
0.01,1.0000,0.9479,wzp6_ee_Henueqq_ecm125.root,0.053644444444444446
0.01,1.0000,0.9479,wzp6_ee_Hqqenue_ecm125.root,0.225402
0.01,1.0000,0.9479,wzp6_ee_Hmunumuqq_ecm125.root,0.043565
0.01,1.0000,0.9479,wzp6_ee_Hqqmunumu_ecm125.root,0.217539
0.01,1.0000,0.9479,wzp6_ee_Htaunutauqq_ecm125.root,0.729871
0.01,1.0000,0.9479,wzp6_ee_Hqqtaunutau_ecm125.root,0.796097
0.01,1.0000,1.0000,wzp6_ee_Henueqq_ecm125.root,0.04992111111111111
0.01,1.0000,1.0000,wzp6_ee_Hqqenue_ecm125.root,0.217086
0.01,1.0000,1.0000,wzp6_ee_Hmunumuqq_ecm125.root,0.040394
0.01,1.0000,1.0000,wzp6_ee_Hqqmunumu_ecm125.root,0.2092
0.01,1.0000,1.0000,wzp6_ee_Htaunutauqq_ecm125.root,0.727517
0.01,1.0000,1.0000,wzp6_ee_Hqqtaunutau_ecm125.root,0.794619
